,PID,Longitude,Latitude,Neighborhood,Address,NeighborhoodFullname,Directions,BldgType,GarageCars
1305,535475010,-93.604987,42.037049,NAmes,1537 LINDEN DR,North Ames,North,1Fam,2.0
1306,535475020,-93.604986,42.036973,NAmes,1531 LINDEN DR,North Ames,North,1Fam,2.0
1307,535476110,-93.604047,42.038948,NAmes,1603 MEADOWLANE AVE 1605,North Ames,North,Duplex,2.0
1308,535476240,-93.603879,42.038257,NAmes,1409 MEADOWLANE AVE,North Ames,North,1Fam,1.0
1309,535476350,-93.604835,42.036873,NAmes,1522 LINDEN DR,North Ames,North,1Fam,2.0
1310,535476360,-93.604836,42.036949,NAmes,1528 LINDEN DR,North Ames,North,1Fam,2.0
1311,535476370,-93.604837,42.037025,NAmes,1534 LINDEN DR,North Ames,North,1Fam,2.0
1312,535477020,-93.603705,42.037093,NAmes,1534 MEADOWLANE AVE,North Ames,North,1Fam,2.0
1313,535477060,-93.603704,42.036792,NAmes,1512 MEADOWLANE AVE,North Ames,North,1Fam,2.0
1314,535477090,-93.603702,42.035724,NAmes,1434 MEADOWLANE AVE,North Ames,North,1Fam,1.0
1315,535477130,-93.603701,42.035423,NAmes,1412 MEADOWLANE AVE,North Ames,North,1Fam,1.0
1316,535477150,-93.603701,42.035287,NAmes,1402 MEADOWLANE AVE,North Ames,North,1Fam,1.0
1317,535477180,-93.603703,42.0346,NAmes,1308 MEADOWLANE AVE,North Ames,North,1Fam,1.0
1318,535478010,-93.605839,42.03548,NAmes,510 E 14TH ST,North Ames,North,1Fam,1.0
1319,535478040,-93.604562,42.035034,NAmes,608 E 14TH ST,North Ames,North,1Fam,1.0
1320,535478070,-93.604687,42.034618,NAmes,619 E 13TH ST,North Ames,North,1Fam,2.0
1321,535478090,-93.604568,42.034753,NAmes,607 E 13TH ST,North Ames,North,1Fam,1.0
1322,535478110,-93.6050674,42.0345614,NAmes,515 E 13TH ST,North Ames,North,2fmCon,0.0
1323,902100010,-93.618969,42.034403,OldTown,626 13TH ST,Old Town,Downtown,1Fam,2.0
1324,902100030,-93.619415,42.034128,OldTown,618 13TH ST,Old Town,Downtown,1Fam,2.0
1325,902100110,-93.618539,42.033267,OldTown,1203 WILSON AVE,Old Town,Downtown,1Fam,2.0
1326,902101010,-93.6179738,42.0342224,OldTown,518 13TH ST,Old Town,Downtown,1Fam,1.0
1327,902101050,-93.617164,42.033385,OldTown,1211 CLARK AVE,Old Town,Downtown,1Fam,1.0
1328,902102060,-93.615582,42.033379,OldTown,1211 BURNETT AVE,Old Town,Downtown,1Fam,2.0
1329,902102080,-93.615583,42.033273,OldTown,1203 BURNETT AVE,Old Town,Downtown,1Fam,2.0
1330,902103090,-93.61852,42.032144,OldTown,1103 WILSON AVE,Old Town,Downtown,1Fam,1.0
1331,902103100,-93.619013,42.0320748,OldTown,611 11TH ST,Old Town,Downtown,1Fam,1.0
1332,902103120,-93.6195025,42.0323259,OldTown,621 11TH ST 619,Old Town,Downtown,Duplex,2.0
1333,902103150,-93.62026,42.032396,OldTown,1122 GRAND AVE,Old Town,Downtown,1Fam,2.0
1334,902104020,-93.617139,42.032346,OldTown,1121 CLARK AVE,Old Town,Downtown,1Fam,2.0
1335,902104060,-93.617135,42.032134,OldTown,1103 CLARK AVE,Old Town,Downtown,1Fam,0.0
1336,902105010,-93.61648,42.0330566,OldTown,418 12TH ST,Old Town,Downtown,1Fam,1.0
1337,902105020,-93.615596,42.032392,OldTown,1127 BURNETT AVE,Old Town,Downtown,1Fam,2.0
1338,902105050,-93.615598,42.032202,OldTown,1111 BURNETT AVE,Old Town,Downtown,1Fam,2.0
1339,902105060,-93.615599,42.032108,OldTown,1103 BURNETT AVE,Old Town,Downtown,1Fam,0.0
1340,902105110,-93.616988,42.032254,OldTown,1112 CLARK AVE,Old Town,Downtown,1Fam,2.0
1341,902105130,-93.616991,42.032419,OldTown,1126 CLARK AVE,Old Town,Downtown,1Fam,1.0
1342,902106010,-93.6195361,42.0319053,OldTown,622 11TH ST,Old Town,Downtown,1Fam,2.0
1343,902106040,-93.618489,42.03139,OldTown,1013 WILSON AVE,Old Town,Downtown,1Fam,2.0
1344,902106060,-93.618486,42.031305,OldTown,1003 WILSON AVE,Old Town,Downtown,1Fam,1.0
1345,902106070,-93.6190545,42.0314733,OldTown,611 10TH ST,Old Town,Downtown,1Fam,2.0
1346,902106090,-93.619513,42.031506,OldTown,619 10TH ST,Old Town,Downtown,1Fam,2.0
1347,902106120,-93.62024,42.03131,OldTown,1004 GRAND AVE,Old Town,Downtown,1Fam,1.0
1348,902106130,-93.62024,42.031363,OldTown,1010 GRAND AVE,Old Town,Downtown,1Fam,0.0
1349,902106140,-93.620241,42.031381,OldTown,1012 GRAND AVE,Old Town,Downtown,1Fam,2.0
1350,902107030,-93.617106,42.03136,OldTown,1009 CLARK AVE,Old Town,Downtown,1Fam,1.0
1351,902107050,-93.617135,42.031369,OldTown,511 10TH ST 513,Old Town,Downtown,Duplex,2.0
1352,902108060,-93.615681,42.031347,OldTown,417 10TH ST,Old Town,Downtown,1Fam,1.0
1353,902109010,-93.618799,42.03121,OldTown,626 10TH ST,Old Town,Downtown,1Fam,1.0
1354,902109080,-93.6189373,42.030427,OldTown,607 9TH ST 609,Old Town,Downtown,2fmCon,0.0
1355,902109110,-93.6195822,42.0304142,OldTown,623 9TH ST,Old Town,Downtown,1Fam,2.0
1356,902109120,-93.6198478,42.030418,OldTown,627 9TH ST,Old Town,Downtown,1Fam,2.0
1357,902109130,-93.6200683,42.0304742,OldTown,633 9TH ST,Old Town,Downtown,2fmCon,0.0
1358,902109140,-93.620216,42.030327,OldTown,912 GRAND AVE 914,Old Town,Downtown,Duplex,2.0
1359,902109160,-93.620219,42.030482,OldTown,926 GRAND AVE,Old Town,Downtown,1Fam,1.0
1360,902110010,-93.6176729,42.0311108,OldTown,512 10TH ST,Old Town,Downtown,1Fam,1.0
1361,902110080,-93.6176367,42.0303538,OldTown,509 9TH ST,Old Town,Downtown,1Fam,1.0
1362,902110090,-93.6179112,42.0303783,OldTown,513 9TH ST,Old Town,Downtown,1Fam,2.0
1363,902110120,-93.618335,42.030396,OldTown,916 WILSON AVE 918,Old Town,Downtown,2fmCon,2.0
1364,902111010,-93.615638,42.031196,OldTown,412 10TH ST,Old Town,Downtown,1Fam,1.0
1365,902125020,-93.614011,42.033623,OldTown,1229 KELLOGG AVE,Old Town,Downtown,1Fam,1.0
1366,902125080,-93.614002,42.033279,OldTown,1203 KELLOGG AVE,Old Town,Downtown,1Fam,1.0
1367,902125120,-93.615432,42.033405,OldTown,1212 BURNETT AVE,Old Town,Downtown,1Fam,1.0
1368,902125160,-93.615431,42.033644,OldTown,1230 BURNETT AVE,Old Town,Downtown,1Fam,1.0
1369,902128020,-93.6145858,42.0330459,OldTown,314 12TH ST,Old Town,Downtown,1Fam,1.0
1370,902128075,-93.613969,42.032161,OldTown,1107 KELLOGG AVE,Old Town,Downtown,1Fam,0.0
1371,902128100,-93.614615,42.032305,OldTown,311 11TH ST,Old Town,Downtown,1Fam,2.0
1372,902128150,-93.615447,42.032272,OldTown,1116 BURNETT AVE 1118,Old Town,Downtown,2fmCon,2.0
1373,902128160,-93.615446,42.032343,OldTown,1122 BURNETT AVE,Old Town,Downtown,1Fam,2.0
1374,902128170,-93.615446,42.032391,OldTown,1126 BURNETT AVE,Old Town,Downtown,1Fam,1.0
1375,902134060,-93.613905,42.030267,OldTown,909 KELLOGG AVE,Old Town,Downtown,1Fam,1.0
1376,902134100,-93.615031,42.030406,OldTown,321 9TH ST,Old Town,Downtown,1Fam,1.0
1377,902134120,-93.615381,42.030282,OldTown,910 BURNETT AVE,Old Town,Downtown,1Fam,0.0
1378,902135020,-93.6129105,42.0310603,OldTown,212 10TH ST 210,Old Town,Downtown,2fmCon,2.0
1379,902136110,-93.6112887,42.0303597,OldTown,111 9TH ST,Old Town,Downtown,1Fam,0.0
1380,902201090,-93.60861,42.033385,OldTown,207 E 12TH ST,Old Town,Downtown,1Fam,2.0
1381,902201110,-93.608866,42.033381,OldTown,1212 CARROLL AVE,Old Town,Downtown,1Fam,1.0
1382,902201120,-93.608867,42.033435,OldTown,1216 CARROLL AVE,Old Town,Downtown,1Fam,1.0
1383,902201130,-93.608868,42.033489,OldTown,1220 CARROLL AVE,Old Town,Downtown,1Fam,1.0
1384,902201140,-93.60887,42.033571,OldTown,1226 CARROLL AVE,Old Town,Downtown,1Fam,2.0
1385,902202090,-93.607771,42.033249,OldTown,1204 STAFFORD AVE,Old Town,Downtown,1Fam,3.0
1386,902202150,-93.607776,42.033579,OldTown,1228 STAFFORD AVE,Old Town,Downtown,2fmCon,1.0
1387,902204060,-93.607862,42.032064,OldTown,1105 STAFFORD AVE,Old Town,Downtown,2fmCon,2.0
1388,902204080,-93.608829,42.032048,OldTown,1102 CARROLL AVE,Old Town,Downtown,1Fam,2.0
1389,902204120,-93.608833,42.032267,OldTown,1120 CARROLL AVE,Old Town,Downtown,1Fam,2.0
1390,902205010,-93.606842,42.032301,OldTown,1125 MAXWELL AVE,Old Town,Downtown,1Fam,1.0
1391,902205020,-93.606842,42.032276,OldTown,1123 MAXWELL AVE,Old Town,Downtown,1Fam,1.0
1392,902205070,-93.606764,42.032008,OldTown,1101 MAXWELL AVE,Old Town,Downtown,1Fam,1.0
1393,902205090,-93.607713,42.032094,OldTown,1106 STAFFORD AVE,Old Town,Downtown,1Fam,1.0
1394,902205130,-93.607723,42.032357,OldTown,1128 STAFFORD AVE,Old Town,Downtown,1Fam,1.0
1395,902205140,-93.607724,42.032381,OldTown,1130 STAFFORD AVE,Old Town,Downtown,1Fam,1.0
1396,902206020,-93.610354,42.031964,OldTown,118 E 11TH ST,Old Town,Downtown,1Fam,1.0
1397,902206040,-93.608954,42.03128,OldTown,1021 CARROLL AVE,Old Town,Downtown,1Fam,2.0
1398,902206090,-93.608938,42.030368,OldTown,925 CARROLL AVE,Old Town,Downtown,1Fam,1.0
1399,902206130,-93.6090761,42.0303113,OldTown,129 E 9TH ST,Old Town,Downtown,1Fam,1.0
1400,902206220,-93.610466,42.030383,OldTown,916 DUFF AVE,Old Town,Downtown,1Fam,1.0
1401,902206240,-93.610468,42.030467,OldTown,922 DUFF AVE,Old Town,Downtown,1Fam,1.0
1402,902206260,-93.610469,42.030523,OldTown,926 DUFF AVE,Old Town,Downtown,1Fam,1.0
1403,902206270,-93.61047,42.030579,OldTown,930 DUFF AVE,Old Town,Downtown,1Fam,2.0
1404,902207010,-93.6082631,42.0318018,OldTown,210 E 11TH ST,Old Town,Downtown,1Fam,0.0
1405,902207080,-93.607744,42.03146,OldTown,1010 STAFFORD AVE,Old Town,Downtown,1Fam,1.0
1406,902207110,-93.606803,42.031138,OldTown,1009 MAXWELL AVE,Old Town,Downtown,1Fam,1.0
1407,902207130,-93.606789,42.030388,OldTown,931 MAXWELL AVE,Old Town,Downtown,1Fam,2.0
1408,902207140,-93.606789,42.030331,OldTown,925 MAXWELL AVE,Old Town,Downtown,1Fam,2.0
1409,902207150,-93.606789,42.030311,OldTown,923 MAXWELL AVE,Old Town,Downtown,1Fam,2.0
1410,902207170,-93.606788,42.030196,OldTown,911 MAXWELL AVE,Old Town,Downtown,1Fam,1.0
1411,902207220,-93.6077128,42.0304823,OldTown,223 E 9TH ST,Old Town,Downtown,1Fam,3.0
1412,902300020,-93.618662,42.03013,OldTown,618 9TH ST,Old Town,Downtown,1Fam,2.0
1413,902300110,-93.61844,42.029028,OldTown,813 WILSON AVE,Old Town,Downtown,2fmCon,2.0
1414,902300215,-93.620179,42.029058,OldTown,816 GRAND AVE,Old Town,Downtown,1Fam,3.0
1415,902300260,-93.620183,42.02928,OldTown,832 GRAND AVE,Old Town,Downtown,1Fam,1.0
1416,902301030,-93.617061,42.029218,OldTown,825 CLARK AVE,Old Town,Downtown,1Fam,1.0
1417,902301060,-93.617054,42.029007,OldTown,809 CLARK AVE,Old Town,Downtown,1Fam,2.0
1418,902301080,-93.6178679,42.0290352,OldTown,515 8TH ST,Old Town,Downtown,1Fam,1.0
1419,902301120,-93.618293,42.029142,OldTown,820 WILSON AVE,Old Town,Downtown,2fmCon,1.0
1420,902301130,-93.618294,42.029198,OldTown,824 WILSON AVE,Old Town,Downtown,1Fam,2.0
1421,902301150,-93.618297,42.029281,OldTown,830 WILSON AVE,Old Town,Downtown,1Fam,1.0
1422,902302150,-93.616911,42.029223,OldTown,824 CLARK AVE,Old Town,Downtown,2fmCon,2.0
1423,902303100,-93.6188503,42.0280396,OldTown,609 7TH ST,Old Town,Downtown,1Fam,2.0
1424,902304040,-93.617037,42.028076,OldTown,721 CLARK AVE,Old Town,Downtown,1Fam,1.0
1425,902304060,-93.617386,42.028287,OldTown,709 CLARK AVE 709 1/2,Old Town,Downtown,2fmCon,2.0
1426,902305080,-93.616885,42.02793,OldTown,706 CLARK AVE,Old Town,Downtown,1Fam,2.0
1427,902305090,-93.616886,42.027993,OldTown,712 CLARK AVE,Old Town,Downtown,1Fam,3.0
1428,902305110,-93.616887,42.028099,OldTown,722 CLARK AVE,Old Town,Downtown,1Fam,1.0
1429,902306120,-93.616998,42.027073,OldTown,621 CLARK AVE,Old Town,Downtown,1Fam,0.0
1430,902306130,-93.616996,42.027032,OldTown,617 CLARK AVE,Old Town,Downtown,1Fam,2.0
1431,902325050,-93.613889,42.029136,OldTown,817 KELLOGG AVE,Old Town,Downtown,1Fam,2.0
1432,902325070,-93.613887,42.028957,OldTown,803 KELLOGG AVE,Old Town,Downtown,1Fam,2.0
1433,902325100,-93.615361,42.028951,OldTown,802 BURNETT AVE,Old Town,Downtown,1Fam,2.0
1434,902325160,-93.615365,42.029281,OldTown,828 BURNETT AVE,Old Town,Downtown,1Fam,1.0
1435,902326030,-93.612245,42.029305,OldTown,829 DOUGLAS AVE,Old Town,Downtown,1Fam,4.0
1436,902326060,-93.612239,42.029084,OldTown,811 DOUGLAS AVE,Old Town,Downtown,2fmCon,2.0
1437,902327040,-93.610588,42.029146,OldTown,815 DUFF AVE,Old Town,Downtown,1Fam,1.0
1438,902327070,-93.610588,42.029001,OldTown,803 DUFF AVE,Old Town,Downtown,1Fam,1.0
1439,902328040,-93.613845,42.02813,OldTown,719 KELLOGG AVE,Old Town,Downtown,1Fam,0.0
1440,902328100,-93.615337,42.027953,OldTown,704 BURNETT AVE,Old Town,Downtown,1Fam,1.0
1441,902329030,-93.61221,42.028145,OldTown,719 DOUGLAS AVE,Old Town,Downtown,1Fam,2.0
1442,902329070,-93.6127958,42.0281148,OldTown,213 7TH ST,Old Town,Downtown,1Fam,1.0
1443,902329080,-93.6130761,42.0281106,OldTown,219 7TH ST,Old Town,Downtown,1Fam,1.0
1444,902329090,-93.613763,42.027953,OldTown,700 KELLOGG AVE,Old Town,Downtown,1Fam,2.0
1445,902330010,-93.6096888,42.0288284,OldTown,114 8TH ST,Old Town,Downtown,1Fam,0.0
1446,902330040,-93.610582,42.028104,OldTown,703 DUFF AVE,Old Town,Downtown,1Fam,2.0
1447,902330090,-93.612061,42.02819,OldTown,722 DOUGLAS AVE,Old Town,Downtown,1Fam,2.0
1448,902331010,-93.6148612,42.0276972,OldTown,322 7TH ST,Old Town,Downtown,1Fam,0.0
1449,902332030,-93.612191,42.027154,OldTown,621 DOUGLAS AVE 101,Old Town,Downtown,2fmCon,2.0
1450,902400110,-93.610438,42.029025,OldTown,804 DUFF AVE,Old Town,Downtown,1Fam,3.0
1451,902401010,-93.6096482,42.0287814,OldTown,114 E 8TH ST,Old Town,Downtown,1Fam,1.0
1452,902401030,-93.608882,42.0282,OldTown,723 CARROLL AVE,Old Town,Downtown,1Fam,1.0
1453,902401090,-93.609665,42.027992,OldTown,115 E 7TH ST,Old Town,Downtown,Duplex,0.0
1454,902401120,-93.610008,42.028397,OldTown,712 DUFF AVE,Old Town,Downtown,1Fam,2.0
1455,902401130,-93.610044,42.028556,OldTown,718 DUFF AVE,Old Town,Downtown,1Fam,2.0
1456,902402010,-93.608246,42.03005,OldTown,212 E 9TH ST,Old Town,Downtown,1Fam,2.0
1457,902402130,-93.607238,42.028164,OldTown,713 CRAWFORD AVE,Old Town,Downtown,1Fam,2.0
1458,902402150,-93.6076506,42.0282044,OldTown,217 E 7TH ST,Old Town,Downtown,1Fam,1.0
1459,902402250,-93.608752,42.02916,OldTown,818 CARROLL AVE 816,Old Town,Downtown,2fmCon,2.0
1460,902402260,-93.608752,42.029209,OldTown,822 CARROLL AVE,Old Town,Downtown,1Fam,2.0
1461,902403070,-93.607088,42.028165,OldTown,712 CRAWFORD AVE,Old Town,Downtown,1Fam,2.0
1462,902404010,-93.6094532,42.0277574,OldTown,120 E 7TH ST,Old Town,Downtown,1Fam,2.0
1463,902405070,-93.6075521,42.0273991,OldTown,223 E 6TH ST,Old Town,Downtown,1Fam,2.0
1464,902405100,-93.608704,42.027062,OldTown,604 CARROLL AVE,Old Town,Downtown,1Fam,2.0
1465,902405120,-93.608707,42.0272,OldTown,618 CARROLL AVE,Old Town,Downtown,1Fam,1.0
1466,902406020,-93.6059697,42.0272517,OldTown,321 E 6TH ST,Old Town,Downtown,1Fam,1.0
1467,902406030,-93.606195,42.0272703,OldTown,317 E 6TH ST,Old Town,Downtown,1Fam,2.0
1468,902406070,-93.607058,42.027227,OldTown,618 CRAWFORD AVE,Old Town,Downtown,1Fam,3.0
1469,902406090,-93.606196,42.02774,OldTown,320 E 7TH ST,Old Town,Downtown,1Fam,1.0
1470,902408080,-93.608678,42.026089,OldTown,508 CARROLL AVE,Old Town,Downtown,1Fam,2.0
1471,902427040,-93.6047622,42.0268089,OldTown,418 E 6TH ST,Old Town,Downtown,1Fam,1.0
1472,902427045,-93.604486,42.026691,OldTown,422 E 6TH ST,Old Town,Downtown,1Fam,1.0
1473,902427140,-93.6041765,42.0272605,OldTown,429 E 6TH ST,Old Town,Downtown,1Fam,1.0
1474,902427150,-93.6043548,42.0272664,OldTown,425 E 6TH ST,Old Town,Downtown,1Fam,1.0
1475,902427180,-93.6051157,42.0272703,OldTown,413 E 6TH ST,Old Town,Downtown,1Fam,1.0
1476,902456015,-93.606869,42.02297,IDOTRR,115 CENTER AVE,Iowa DOT and Rail Road,Downtown,1Fam,0.0
1477,902477120,-93.605207,42.023218,IDOTRR,605 E 2ND ST,Iowa DOT and Rail Road,Downtown,1Fam,0.0
1478,903200080,-93.6289369,42.033996,BrkSide,1239 ORCHARD DR,Brookside,Downtown,1Fam,2.0
1479,903201020,-93.628848,42.033558,BrkSide,1224 ORCHARD DR,Brookside,Downtown,1Fam,1.0
1480,903201030,-93.628806,42.03361,BrkSide,1228 ORCHARD DR,Brookside,Downtown,1Fam,1.0
1481,903201080,-93.6279815,42.0333765,BrkSide,1111 ORCHARD DR,Brookside,Downtown,1Fam,2.0
1482,903201090,-93.6281873,42.033311,BrkSide,1115 ORCHARD DR,Brookside,Downtown,1Fam,1.0
1483,903202120,-93.626022,42.03179,BrkSide,1036 RIDGEWOOD AVE,Brookside,Downtown,1Fam,1.0
1484,903202170,-93.625968,42.031564,BrkSide,1020 RIDGEWOOD AVE,Brookside,Downtown,1Fam,1.0
1485,903204030,-93.6262716,42.034339,BrkSide,1212 13TH ST,Brookside,Downtown,1Fam,1.0
1486,903204040,-93.625737,42.033642,BrkSide,1229 NORTHWESTERN AVE,Brookside,Downtown,1Fam,1.0
1487,903204095,-93.625728,42.03338,BrkSide,1209 NORTHWESTERN AVE,Brookside,Downtown,1Fam,1.0
1488,903205040,-93.626116,42.031542,BrkSide,1021 RIDGEWOOD AVE,Brookside,Downtown,1Fam,1.0
1489,903205085,-93.627605,42.031846,BrkSide,1010 BROOKRIDGE AVE,Brookside,Downtown,1Fam,2.0
1490,903206070,-93.625926,42.03047,BrkSide,927 RIDGEWOOD AVE,Brookside,Downtown,1Fam,1.0
1491,903206120,-93.625825,42.030187,BrkSide,901 RIDGEWOOD AVE,Brookside,Downtown,1Fam,1.0
1492,903206160,-93.627385,42.030786,BrkSide,910 BROOKRIDGE AVE,Brookside,Downtown,1Fam,1.0
1493,903206170,-93.627487,42.030823,BrkSide,914 BROOKRIDGE AVE,Brookside,Downtown,1Fam,2.0
1494,903225040,-93.624715,42.033482,BrkSide,1217 CURTISS AVE,Brookside,Downtown,1Fam,1.0
1495,903225050,-93.624715,42.033456,BrkSide,1215 CURTISS AVE,Brookside,Downtown,1Fam,0.0
1496,903225090,-93.625576,42.033306,BrkSide,1202 NORTHWESTERN AVE,Brookside,Downtown,1Fam,2.0
1497,903225140,-93.625584,42.033568,BrkSide,1222 NORTHWESTERN AVE,Brookside,Downtown,1Fam,1.0
1498,903225150,-93.625586,42.033621,BrkSide,1226 NORTHWESTERN AVE,Brookside,Downtown,1Fam,1.0
1499,903225160,-93.625589,42.033699,BrkSide,1232 NORTHWESTERN AVE,Brookside,Downtown,1Fam,1.0
1500,903226060,-93.623666,42.03337,BrkSide,1209 MARSTON AVE,Brookside,Downtown,1Fam,1.0
1501,903226130,-93.624564,42.033406,BrkSide,1210 CURTISS AVE,Brookside,Downtown,1Fam,1.0
1502,903226150,-93.624566,42.033511,BrkSide,1218 CURTISS AVE,Brookside,Downtown,1Fam,2.0
1503,903226160,-93.624566,42.033563,BrkSide,1222 CURTISS AVE,Brookside,Downtown,1Fam,1.0
1504,903226170,-93.624567,42.033616,BrkSide,1226 CURTISS AVE,Brookside,Downtown,1Fam,2.0
1505,903227020,-93.622597,42.0336,BrkSide,1225 ROOSEVELT AVE,Brookside,Downtown,1Fam,2.0
1506,903227070,-93.622513,42.03329,BrkSide,1201 ROOSEVELT AVE,Brookside,Downtown,1Fam,1.0
1507,903227080,-93.623514,42.033321,BrkSide,1204 MARSTON AVE,Brookside,Downtown,1Fam,1.0
1508,903227090,-93.623515,42.033347,BrkSide,1206 MARSTON AVE,Brookside,Downtown,1Fam,1.0
1509,903227140,-93.623521,42.033612,BrkSide,1226 MARSTON AVE,Brookside,Downtown,1Fam,1.0
1510,903227150,-93.623523,42.033665,BrkSide,1230 MARSTON AVE,Brookside,Downtown,1Fam,1.0
1511,903228040,-93.621532,42.033473,BrkSide,1217 HARDING AVE,Brookside,Downtown,1Fam,1.0
1512,903228060,-93.621532,42.033366,BrkSide,1209 HARDING AVE,Brookside,Downtown,1Fam,1.0
1513,903228070,-93.621677,42.033496,BrkSide,803 12TH ST,Brookside,Downtown,1Fam,1.0
1514,903228080,-93.621501,42.033336,BrkSide,807 12TH ST,Brookside,Downtown,1Fam,2.0
1515,903228090,-93.622102,42.033493,BrkSide,811 12TH ST,Brookside,Downtown,1Fam,1.0
1516,903228120,-93.622443,42.033474,BrkSide,1214 ROOSEVELT AVE,Brookside,Downtown,1Fam,1.0
1517,903228150,-93.622448,42.033631,BrkSide,1226 ROOSEVELT AVE,Brookside,Downtown,1Fam,1.0
1518,903229040,-93.620433,42.033369,OldTown,1209 GRAND AVE,Old Town,Downtown,2fmCon,2.0
1519,903230100,-93.624689,42.031395,BrkSide,1015 CURTISS AVE,Brookside,Downtown,1Fam,2.0
1520,903230110,-93.624688,42.031354,BrkSide,1011 CURTISS AVE,Brookside,Downtown,1Fam,1.0
1521,903230120,-93.624687,42.031293,BrkSide,1005 CURTISS AVE,Brookside,Downtown,1Fam,1.0
1522,903231010,-93.623645,42.03252,BrkSide,1125 MARSTON AVE,Brookside,Downtown,1Fam,2.0
1523,903231030,-93.623644,42.03246,BrkSide,1119 MARSTON AVE,Brookside,Downtown,1Fam,1.0
1524,903231050,-93.623643,42.032399,BrkSide,1113 MARSTON AVE,Brookside,Downtown,1Fam,1.0
1525,903231060,-93.623643,42.032359,BrkSide,1109 MARSTON AVE,Brookside,Downtown,1Fam,0.0
1526,903231070,-93.623642,42.032299,BrkSide,1103 MARSTON AVE,Brookside,Downtown,1Fam,2.0
1527,903231080,-93.623632,42.031493,BrkSide,1023 MARSTON AVE,Brookside,Downtown,1Fam,1.0
1528,903231090,-93.623631,42.031433,BrkSide,1017 MARSTON AVE,Brookside,Downtown,1Fam,2.0
1529,903231130,-93.623629,42.031292,BrkSide,1003 MARSTON AVE,Brookside,Downtown,1Fam,1.0
1530,903231180,-93.624539,42.031438,BrkSide,1018 CURTISS AVE,Brookside,Downtown,1Fam,1.0
1531,903231190,-93.62454,42.031499,BrkSide,1024 CURTISS AVE,Brookside,Downtown,1Fam,1.0
1532,903232030,-93.622566,42.032476,BrkSide,1119 ROOSEVELT AVE,Brookside,Downtown,1Fam,1.0
1533,903232060,-93.622565,42.032375,BrkSide,1109 ROOSEVELT AVE,Brookside,Downtown,1Fam,1.0
1534,903232090,-93.622552,42.031461,BrkSide,1019 ROOSEVELT AVE,Brookside,Downtown,1Fam,2.0
1535,903232100,-93.622551,42.03142,BrkSide,1015 ROOSEVELT AVE,Brookside,Downtown,1Fam,1.0
1536,903232170,-93.623481,42.031415,BrkSide,1014 MARSTON AVE,Brookside,Downtown,1Fam,0.0
1537,903232190,-93.623483,42.031556,BrkSide,1028 MARSTON AVE,Brookside,Downtown,1Fam,2.0
1538,903233030,-93.621504,42.032505,BrkSide,1123 HARDING AVE,Brookside,Downtown,1Fam,2.0
1539,903233050,-93.621502,42.032386,BrkSide,1111 HARDING AVE,Brookside,Downtown,1Fam,1.0
1540,903233080,-93.621485,42.031496,BrkSide,1021 HARDING AVE,Brookside,Downtown,1Fam,2.0
1541,903233100,-93.621484,42.031436,BrkSide,1015 HARDING AVE,Brookside,Downtown,1Fam,1.0
1542,903233120,-93.621482,42.031337,BrkSide,1005 HARDING AVE,Brookside,Downtown,1Fam,2.0
1543,903233140,-93.6224,42.031321,BrkSide,1004 ROOSEVELT AVE,Brookside,Downtown,1Fam,2.0
1544,903233180,-93.622402,42.031483,BrkSide,1020 ROOSEVELT AVE,Brookside,Downtown,1Fam,1.0
1545,903233220,-93.622415,42.032418,BrkSide,1112 ROOSEVELT AVE,Brookside,Downtown,1Fam,1.0
1546,903234030,-93.620411,42.032417,OldTown,1125 GRAND AVE,Old Town,Downtown,1Fam,2.0
1547,903234050,-93.620409,42.032302,OldTown,1115 GRAND AVE,Old Town,Downtown,1Fam,1.0
1548,903234090,-93.620392,42.031467,OldTown,1023 GRAND AVE,Old Town,Downtown,1Fam,2.0
1549,903234160,-93.6212119,42.0314873,BrkSide,717 10TH ST,Brookside,Downtown,1Fam,1.0
1550,903234220,-93.621351,42.03235,BrkSide,1106 HARDING AVE,Brookside,Downtown,1Fam,1.0
1551,903235010,-93.624591,42.031049,BrkSide,1020 10TH ST,Brookside,Downtown,1Fam,2.0
1552,903235020,-93.6243778,42.0310818,BrkSide,1018 10TH ST,Brookside,Downtown,1Fam,1.0
1553,903235100,-93.624471,42.030388,BrkSide,916 NORTHWESTERN AVE,Brookside,Downtown,1Fam,1.0
1554,903236010,-93.6218858,42.031057,BrkSide,808 10TH ST,Brookside,Downtown,1Fam,1.0
1555,903236040,-93.6213592,42.0310861,BrkSide,720 10TH ST,Brookside,Downtown,1Fam,5.0
1556,903236130,-93.6209132,42.0304477,OldTown,711 9TH ST,Old Town,Downtown,1Fam,1.0
1557,903236200,-93.622386,42.030389,BrkSide,918 ROOSEVELT AVE,Brookside,Downtown,1Fam,1.0
1558,903400030,-93.62577,42.029526,BrkSide,829 RIDGEWOOD AVE,Brookside,Downtown,1Fam,1.0
1559,903400040,-93.62576,42.029451,BrkSide,821 RIDGEWOOD AVE,Brookside,Downtown,1Fam,2.0
1560,903400180,-93.627,42.029399,BrkSide,816 BROOKRIDGE AVE,Brookside,Downtown,1Fam,2.0
1561,903400220,-93.62726,42.030062,BrkSide,836 BROOKRIDGE AVE,Brookside,Downtown,1Fam,2.0
1562,903401020,-93.625556,42.028426,BrkSide,711 RIDGEWOOD AVE,Brookside,Downtown,1Fam,1.0
